frame_completion_ratio,player_shot_ball,shot_speed,player_1_position_x,player_1_position_y,player_2_position_x,player_2_position_y,player_serve,point_winner
0.24752475247524752,1,90.56421400215304,1704.965863653482,526.2850831389378,1797.7436430852488,71.2221519565149,1,1
